timestamp,log_type,src_ip,dest_ip,method,uri,status,user_agent,bytes,attack_type
2026-01-07T09:02:30,http,45.83.23.19,10.0.0.5,POST,/login,401,python-requests/2.28.1,659,brute_force
2026-01-07T09:02:35,http,192.168.1.10,10.0.0.5,GET,/admin,200,Mozilla/5.0,1876,normal
2026-01-07T09:02:40,http,192.168.1.10,10.0.0.5,GET,/login,302,Mozilla/5.0,1702,normal
2026-01-07T09:02:45,http,198.51.100.22,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,236,ddos
2026-01-07T09:02:50,http,192.168.1.10,10.0.0.5,POST,/admin,302,Mozilla/5.0,1425,normal
2026-01-07T09:02:55,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,366,brute_force
2026-01-07T09:03:00,http,45.83.23.19,10.0.0.5,GET,/login,200,Mozilla/5.0,211,ddos
2026-01-07T09:03:05,http,203.0.113.45,10.0.0.5,GET,/dashboard,302,Mozilla/5.0,1925,normal
2026-01-07T09:03:10,http,192.168.1.10,10.0.0.5,POST,/dashboard,200,Mozilla/5.0,1910,normal
2026-01-07T09:03:15,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,262,ddos
2026-01-07T09:03:20,http,45.83.23.19,10.0.0.5,POST,/login,401,python-requests/2.28.1,580,brute_force
2026-01-07T09:03:25,http,192.168.1.10,10.0.0.5,GET,/dashboard,302,Mozilla/5.0,461,normal
2026-01-07T09:03:30,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,92,ddos
2026-01-07T09:03:35,http,203.0.113.45,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,671,normal
2026-01-07T09:03:40,http,192.168.1.10,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,1781,normal
2026-01-07T09:03:45,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,643,brute_force
2026-01-07T09:03:50,http,192.168.1.10,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,1616,normal
2026-01-07T09:03:55,http,192.168.1.10,10.0.0.5,GET,/api/auth,302,Mozilla/5.0,1326,normal
2026-01-07T09:04:00,http,45.83.23.19,10.0.0.5,GET,/login,200,Mozilla/5.0,91,ddos
2026-01-07T09:04:05,http,192.168.1.10,10.0.0.5,POST,/login,200,Mozilla/5.0,1806,normal
2026-01-07T09:04:10,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,676,brute_force
2026-01-07T09:04:15,http,45.83.23.19,10.0.0.5,GET,/login,200,python-requests/2.28.1,153,ddos
2026-01-07T09:04:20,http,192.168.1.10,10.0.0.5,POST,/dashboard,200,Mozilla/5.0,1205,normal
2026-01-07T09:04:25,http,203.0.113.45,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,611,normal
2026-01-07T09:04:30,http,198.51.100.22,10.0.0.5,GET,/login,200,Mozilla/5.0,95,ddos
2026-01-07T09:04:35,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,473,brute_force
2026-01-07T09:04:40,http,203.0.113.45,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,786,normal
2026-01-07T09:04:45,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,191,ddos
2026-01-07T09:04:50,http,203.0.113.45,10.0.0.5,POST,/login,302,Mozilla/5.0,1154,normal
2026-01-07T09:04:55,http,203.0.113.45,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,557,normal
2026-01-07T09:05:00,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,313,brute_force
2026-01-07T09:05:05,http,203.0.113.45,10.0.0.5,POST,/dashboard,200,Mozilla/5.0,829,normal
2026-01-07T09:05:10,http,203.0.113.45,10.0.0.5,GET,/admin,302,Mozilla/5.0,1510,normal
2026-01-07T09:05:15,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,curl/7.68.0,251,ddos
2026-01-07T09:05:20,http,192.168.1.10,10.0.0.5,POST,/admin,200,Mozilla/5.0,1913,normal
2026-01-07T09:05:25,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,321,brute_force
2026-01-07T09:05:30,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,134,ddos
2026-01-07T09:05:35,http,203.0.113.45,10.0.0.5,POST,/admin,302,Mozilla/5.0,692,normal
2026-01-07T09:05:40,http,192.168.1.10,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,1940,normal
2026-01-07T09:05:45,http,45.83.23.19,10.0.0.5,GET,/login,200,python-requests/2.28.1,279,ddos
2026-01-07T09:05:50,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,357,brute_force
2026-01-07T09:05:55,http,192.168.1.10,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,461,normal
2026-01-07T09:06:00,http,198.51.100.22,10.0.0.5,GET,/admin,200,curl/7.68.0,68,ddos
2026-01-07T09:06:05,http,192.168.1.10,10.0.0.5,GET,/login,302,Mozilla/5.0,1283,normal
2026-01-07T09:06:10,http,192.168.1.10,10.0.0.5,GET,/login,302,Mozilla/5.0,1759,normal
2026-01-07T09:06:15,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,541,brute_force
2026-01-07T09:06:20,http,203.0.113.45,10.0.0.5,POST,/dashboard,200,Mozilla/5.0,1221,normal
2026-01-07T09:06:25,http,192.168.1.10,10.0.0.5,GET,/admin,200,Mozilla/5.0,477,normal
2026-01-07T09:06:30,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,curl/7.68.0,230,ddos
2026-01-07T09:06:35,http,192.168.1.10,10.0.0.5,POST,/login,302,Mozilla/5.0,1778,normal
2026-01-07T09:06:40,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,440,brute_force
2026-01-07T09:06:45,http,198.51.100.22,10.0.0.5,GET,/login,200,python-requests/2.28.1,62,ddos
2026-01-07T09:06:50,http,192.168.1.10,10.0.0.5,POST,/login,200,Mozilla/5.0,1886,normal
2026-01-07T09:06:55,http,203.0.113.45,10.0.0.5,POST,/login,302,Mozilla/5.0,1380,normal
2026-01-07T09:07:00,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,232,ddos
2026-01-07T09:07:05,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,563,brute_force
2026-01-07T09:07:10,http,203.0.113.45,10.0.0.5,POST,/admin,302,Mozilla/5.0,562,normal
2026-01-07T09:07:15,http,198.51.100.22,10.0.0.5,GET,/login,200,python-requests/2.28.1,294,ddos
2026-01-07T09:07:20,http,203.0.113.45,10.0.0.5,POST,/api/auth,200,Mozilla/5.0,1225,normal
2026-01-07T09:07:25,http,203.0.113.45,10.0.0.5,GET,/login,200,Mozilla/5.0,1836,normal
2026-01-07T09:07:30,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,406,brute_force
2026-01-07T09:07:35,http,203.0.113.45,10.0.0.5,POST,/admin,302,Mozilla/5.0,1923,normal
2026-01-07T09:07:40,http,203.0.113.45,10.0.0.5,GET,/admin,200,Mozilla/5.0,1987,normal
2026-01-07T09:07:45,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,python-requests/2.28.1,134,ddos
2026-01-07T09:07:50,http,203.0.113.45,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,1532,normal
2026-01-07T09:07:55,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,505,brute_force
2026-01-07T09:08:00,http,198.51.100.22,10.0.0.5,GET,/admin,200,Mozilla/5.0,84,ddos
2026-01-07T09:08:05,http,192.168.1.10,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,914,normal
2026-01-07T09:08:10,http,203.0.113.45,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,866,normal
2026-01-07T09:08:15,http,45.83.23.19,10.0.0.5,GET,/admin,200,curl/7.68.0,188,ddos
2026-01-07T09:08:20,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,683,brute_force
2026-01-07T09:08:25,http,203.0.113.45,10.0.0.5,POST,/admin,302,Mozilla/5.0,1224,normal
2026-01-07T09:08:30,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,123,ddos
2026-01-07T09:08:35,http,203.0.113.45,10.0.0.5,POST,/admin,200,Mozilla/5.0,1393,normal
2026-01-07T09:08:40,http,192.168.1.10,10.0.0.5,POST,/admin,200,Mozilla/5.0,501,normal
2026-01-07T09:08:45,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,767,brute_force
2026-01-07T09:08:50,http,203.0.113.45,10.0.0.5,GET,/admin,200,Mozilla/5.0,898,normal
2026-01-07T09:08:55,http,192.168.1.10,10.0.0.5,POST,/admin,302,Mozilla/5.0,1503,normal
2026-01-07T09:09:00,http,198.51.100.22,10.0.0.5,GET,/login,200,python-requests/2.28.1,139,ddos
2026-01-07T09:09:05,http,203.0.113.45,10.0.0.5,POST,/admin,302,Mozilla/5.0,1521,normal
2026-01-07T09:09:10,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,494,brute_force
2026-01-07T09:09:15,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,270,ddos
2026-01-07T09:09:20,http,192.168.1.10,10.0.0.5,POST,/login,302,Mozilla/5.0,525,normal
2026-01-07T09:09:25,http,203.0.113.45,10.0.0.5,GET,/login,302,Mozilla/5.0,1699,normal
2026-01-07T09:09:30,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,188,ddos
2026-01-07T09:09:35,http,45.83.23.19,10.0.0.5,POST,/login,401,python-requests/2.28.1,711,brute_force
2026-01-07T09:09:40,http,192.168.1.10,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,632,normal
2026-01-07T09:09:45,http,45.83.23.19,10.0.0.5,GET,/login,200,Mozilla/5.0,107,ddos
2026-01-07T09:09:50,http,203.0.113.45,10.0.0.5,POST,/login,200,Mozilla/5.0,1836,normal
2026-01-07T09:09:55,http,192.168.1.10,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,1679,normal
2026-01-07T09:10:00,http,45.83.23.19,10.0.0.5,POST,/login,401,python-requests/2.28.1,468,brute_force
2026-01-07T09:10:05,http,203.0.113.45,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,1300,normal
2026-01-07T09:10:10,http,192.168.1.10,10.0.0.5,POST,/admin,200,Mozilla/5.0,596,normal
2026-01-07T09:10:15,http,45.83.23.19,10.0.0.5,GET,/login,200,curl/7.68.0,219,ddos
2026-01-07T09:10:20,http,192.168.1.10,10.0.0.5,POST,/admin,302,Mozilla/5.0,1250,normal
2026-01-07T09:10:25,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,353,brute_force
2026-01-07T09:10:30,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,curl/7.68.0,81,ddos
2026-01-07T09:10:35,http,192.168.1.10,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,723,normal
2026-01-07T09:10:40,http,192.168.1.10,10.0.0.5,GET,/admin,200,Mozilla/5.0,569,normal
2026-01-07T09:10:45,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,218,ddos
2026-01-07T09:10:50,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,787,brute_force
2026-01-07T09:10:55,http,192.168.1.10,10.0.0.5,POST,/api/auth,200,Mozilla/5.0,1492,normal
2026-01-07T09:11:00,http,45.83.23.19,10.0.0.5,GET,/admin,200,Mozilla/5.0,273,ddos
2026-01-07T09:11:05,http,192.168.1.10,10.0.0.5,POST,/login,200,Mozilla/5.0,1905,normal
2026-01-07T09:11:10,http,203.0.113.45,10.0.0.5,GET,/admin,200,Mozilla/5.0,1218,normal
2026-01-07T09:11:15,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,537,brute_force
2026-01-07T09:11:20,http,203.0.113.45,10.0.0.5,POST,/admin,200,Mozilla/5.0,633,normal
2026-01-07T09:11:25,http,192.168.1.10,10.0.0.5,POST,/api/auth,200,Mozilla/5.0,1390,normal
2026-01-07T09:11:30,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,272,ddos
2026-01-07T09:11:35,http,192.168.1.10,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,733,normal
2026-01-07T09:11:40,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,413,brute_force
2026-01-07T09:11:45,http,198.51.100.22,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,224,ddos
2026-01-07T09:11:50,http,203.0.113.45,10.0.0.5,GET,/api/auth,302,Mozilla/5.0,1967,normal
2026-01-07T09:11:55,http,203.0.113.45,10.0.0.5,POST,/login,302,Mozilla/5.0,1759,normal
2026-01-07T09:12:00,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,python-requests/2.28.1,260,ddos
2026-01-07T09:12:05,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,525,brute_force
2026-01-07T09:12:10,http,192.168.1.10,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,1467,normal
2026-01-07T09:12:15,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,python-requests/2.28.1,201,ddos
2026-01-07T09:12:20,http,203.0.113.45,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,961,normal
2026-01-07T09:12:25,http,203.0.113.45,10.0.0.5,GET,/login,200,Mozilla/5.0,755,normal
2026-01-07T09:12:30,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,457,brute_force
2026-01-07T09:12:35,http,192.168.1.10,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,886,normal
2026-01-07T09:12:40,http,192.168.1.10,10.0.0.5,POST,/admin,200,Mozilla/5.0,1173,normal
2026-01-07T09:12:45,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,216,ddos
2026-01-07T09:12:50,http,192.168.1.10,10.0.0.5,GET,/dashboard,302,Mozilla/5.0,912,normal
2026-01-07T09:12:55,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,587,brute_force
2026-01-07T09:13:00,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,300,ddos
2026-01-07T09:13:05,http,192.168.1.10,10.0.0.5,POST,/api/auth,200,Mozilla/5.0,792,normal
2026-01-07T09:13:10,http,192.168.1.10,10.0.0.5,POST,/login,200,Mozilla/5.0,440,normal
2026-01-07T09:13:15,http,45.83.23.19,10.0.0.5,GET,/login,200,Mozilla/5.0,235,ddos
2026-01-07T09:13:20,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,592,brute_force
2026-01-07T09:13:25,http,203.0.113.45,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,916,normal
2026-01-07T09:13:30,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,93,ddos
2026-01-07T09:13:35,http,192.168.1.10,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,740,normal
2026-01-07T09:13:40,http,192.168.1.10,10.0.0.5,POST,/api/auth,200,Mozilla/5.0,821,normal
2026-01-07T09:13:45,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,727,brute_force
2026-01-07T09:13:50,http,203.0.113.45,10.0.0.5,GET,/login,200,Mozilla/5.0,546,normal
2026-01-07T09:13:55,http,192.168.1.10,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,547,normal
2026-01-07T09:14:00,http,45.83.23.19,10.0.0.5,GET,/admin,200,Mozilla/5.0,52,ddos
2026-01-07T09:14:05,http,203.0.113.45,10.0.0.5,GET,/login,200,Mozilla/5.0,903,normal
2026-01-07T09:14:10,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,613,brute_force
2026-01-07T09:14:15,http,45.83.23.19,10.0.0.5,GET,/admin,200,Mozilla/5.0,101,ddos
2026-01-07T09:14:20,http,192.168.1.10,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,946,normal
2026-01-07T09:14:25,http,192.168.1.10,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,1565,normal
2026-01-07T09:14:30,http,198.51.100.22,10.0.0.5,GET,/login,200,Mozilla/5.0,232,ddos
2026-01-07T09:14:35,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,552,brute_force
2026-01-07T09:14:40,http,203.0.113.45,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,938,normal
2026-01-07T09:14:45,http,45.83.23.19,10.0.0.5,GET,/login,200,curl/7.68.0,275,ddos
2026-01-07T09:14:50,http,203.0.113.45,10.0.0.5,GET,/api/auth,302,Mozilla/5.0,1365,normal
2026-01-07T09:14:55,http,203.0.113.45,10.0.0.5,POST,/login,200,Mozilla/5.0,1536,normal
2026-01-07T09:15:00,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,640,brute_force
2026-01-07T09:15:05,http,203.0.113.45,10.0.0.5,POST,/admin,200,Mozilla/5.0,1982,normal
2026-01-07T09:15:10,http,192.168.1.10,10.0.0.5,POST,/admin,302,Mozilla/5.0,1621,normal
2026-01-07T09:15:15,http,198.51.100.22,10.0.0.5,GET,/dashboard,200,curl/7.68.0,122,ddos
2026-01-07T09:15:20,http,203.0.113.45,10.0.0.5,POST,/api/auth,200,Mozilla/5.0,1122,normal
2026-01-07T09:15:25,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,760,brute_force
2026-01-07T09:15:30,http,198.51.100.22,10.0.0.5,GET,/admin,200,python-requests/2.28.1,125,ddos
2026-01-07T09:15:35,http,192.168.1.10,10.0.0.5,GET,/dashboard,302,Mozilla/5.0,1604,normal
2026-01-07T09:15:40,http,192.168.1.10,10.0.0.5,GET,/login,200,Mozilla/5.0,1478,normal
2026-01-07T09:15:45,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,curl/7.68.0,299,ddos
2026-01-07T09:15:50,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,434,brute_force
2026-01-07T09:15:55,http,203.0.113.45,10.0.0.5,GET,/admin,302,Mozilla/5.0,820,normal
2026-01-07T09:16:00,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,64,ddos
2026-01-07T09:16:05,http,203.0.113.45,10.0.0.5,POST,/admin,200,Mozilla/5.0,1239,normal
2026-01-07T09:16:10,http,203.0.113.45,10.0.0.5,GET,/admin,200,Mozilla/5.0,1813,normal
2026-01-07T09:16:15,http,45.83.23.19,10.0.0.5,POST,/login,401,python-requests/2.28.1,686,brute_force
2026-01-07T09:16:20,http,192.168.1.10,10.0.0.5,POST,/login,302,Mozilla/5.0,1293,normal
2026-01-07T09:16:25,http,192.168.1.10,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,1435,normal
2026-01-07T09:16:30,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,105,ddos
2026-01-07T09:16:35,http,192.168.1.10,10.0.0.5,GET,/api/auth,302,Mozilla/5.0,1661,normal
2026-01-07T09:16:40,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,351,brute_force
2026-01-07T09:16:45,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,189,ddos
2026-01-07T09:16:50,http,203.0.113.45,10.0.0.5,GET,/login,302,Mozilla/5.0,788,normal
2026-01-07T09:16:55,http,192.168.1.10,10.0.0.5,GET,/login,302,Mozilla/5.0,1451,normal
2026-01-07T09:17:00,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,curl/7.68.0,280,ddos
2026-01-07T09:17:05,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,619,brute_force
2026-01-07T09:17:10,http,192.168.1.10,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,1090,normal
2026-01-07T09:17:15,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,199,ddos
2026-01-07T09:17:20,http,203.0.113.45,10.0.0.5,GET,/admin,200,Mozilla/5.0,1029,normal
2026-01-07T09:17:25,http,203.0.113.45,10.0.0.5,GET,/login,200,Mozilla/5.0,562,normal
2026-01-07T09:17:30,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,767,brute_force
2026-01-07T09:17:35,http,203.0.113.45,10.0.0.5,POST,/login,302,Mozilla/5.0,797,normal
2026-01-07T09:17:40,http,203.0.113.45,10.0.0.5,POST,/login,302,Mozilla/5.0,1209,normal
2026-01-07T09:17:45,http,45.83.23.19,10.0.0.5,GET,/admin,200,Mozilla/5.0,294,ddos
2026-01-07T09:17:50,http,192.168.1.10,10.0.0.5,POST,/login,302,Mozilla/5.0,739,normal
2026-01-07T09:17:55,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,612,brute_force
2026-01-07T09:18:00,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,curl/7.68.0,240,ddos
2026-01-07T09:18:05,http,192.168.1.10,10.0.0.5,POST,/admin,302,Mozilla/5.0,1900,normal
2026-01-07T09:18:10,http,203.0.113.45,10.0.0.5,POST,/login,200,Mozilla/5.0,1477,normal
2026-01-07T09:18:15,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,98,ddos
2026-01-07T09:18:20,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,748,brute_force
2026-01-07T09:18:25,http,203.0.113.45,10.0.0.5,GET,/login,302,Mozilla/5.0,1118,normal
2026-01-07T09:18:30,http,45.83.23.19,10.0.0.5,GET,/admin,200,Mozilla/5.0,53,ddos
2026-01-07T09:18:35,http,192.168.1.10,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,1039,normal
2026-01-07T09:18:40,http,203.0.113.45,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,722,normal
2026-01-07T09:18:45,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,695,brute_force
2026-01-07T09:18:50,http,203.0.113.45,10.0.0.5,GET,/dashboard,302,Mozilla/5.0,939,normal
2026-01-07T09:18:55,http,203.0.113.45,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,1339,normal
2026-01-07T09:19:00,http,45.83.23.19,10.0.0.5,GET,/api/auth,200,Mozilla/5.0,179,ddos
2026-01-07T09:19:05,http,203.0.113.45,10.0.0.5,GET,/login,302,Mozilla/5.0,1689,normal
2026-01-07T09:19:10,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,536,brute_force
2026-01-07T09:19:15,http,45.83.23.19,10.0.0.5,GET,/dashboard,200,python-requests/2.28.1,155,ddos
2026-01-07T09:19:20,http,192.168.1.10,10.0.0.5,POST,/dashboard,200,Mozilla/5.0,1754,normal
2026-01-07T09:19:25,http,203.0.113.45,10.0.0.5,POST,/admin,200,Mozilla/5.0,482,normal
2026-01-07T09:19:30,http,198.51.100.22,10.0.0.5,GET,/dashboard,200,Mozilla/5.0,112,ddos
2026-01-07T09:19:35,http,45.83.23.19,10.0.0.5,POST,/login,401,curl/7.68.0,314,brute_force
2026-01-07T09:19:40,http,192.168.1.10,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,1821,normal
2026-01-07T09:19:45,http,45.83.23.19,10.0.0.5,GET,/admin,200,python-requests/2.28.1,211,ddos
2026-01-07T09:19:50,http,192.168.1.10,10.0.0.5,GET,/admin,200,Mozilla/5.0,1905,normal
2026-01-07T09:19:55,http,203.0.113.45,10.0.0.5,POST,/api/auth,200,Mozilla/5.0,1214,normal
2026-01-07T09:20:00,http,198.51.100.22,10.0.0.5,POST,/login,401,python-requests/2.28.1,339,brute_force
2026-01-07T09:20:05,http,203.0.113.45,10.0.0.5,POST,/dashboard,302,Mozilla/5.0,1371,normal
2026-01-07T09:20:10,http,203.0.113.45,10.0.0.5,POST,/admin,200,Mozilla/5.0,1273,normal
2026-01-07T09:20:15,http,198.51.100.22,10.0.0.5,GET,/api/auth,200,python-requests/2.28.1,139,ddos
2026-01-07T09:20:20,http,203.0.113.45,10.0.0.5,POST,/api/auth,302,Mozilla/5.0,1529,normal
2026-01-07T09:20:25,http,198.51.100.22,10.0.0.5,POST,/login,401,curl/7.68.0,572,brute_force
